symbol,cqs_symbol,symbol_id,exchange_code,listed_market,ticker_designation,lot_size,price_scale_code,system_id,asset_type,price_multiplier
AHLT,AHLT,76230,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AHMA,AHMA,81489,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
AHR,AHR,77075,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
AHT,AHT,4682,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
AHT PRD,AHTpD,25183,NYSE,NYSE,Tape A,100,6,1,Preferred Stock,1e-06
AHT PRF,AHTpF,53491,NYSE,NYSE,Tape A,100,6,6,Preferred Stock,1e-06
AHT PRG,AHTpG,54178,NYSE,NYSE,Tape A,100,6,6,Preferred Stock,1e-06
AHT PRH,AHTpH,59446,NYSE,NYSE,Tape A,100,6,1,Preferred Stock,1e-06
AHT PRI,AHTpI,60165,NYSE,NYSE,Tape A,100,6,6,Preferred Stock,1e-06
AHYB,AHYB,72418,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AI,AI,68400,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
AIA,AIA,26259,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AIBD,AIBD,77640,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AIBU,AIBU,77639,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AIEQ,AIEQ,59889,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
AIFD,AIFD,77568,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
AIFF,AIFF,12610,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AIFU,AIFU,26093,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
AIG,AIG,4689,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
AIHS,AIHS,60776,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AII,AII,80040,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
AIIA,AIIA,81866,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
AIIA RT,AIIAr,81867,NYSE,NYSE,Tape A,100,6,5,Rights,1e-06
AIIA U,AIIA.U,81357,NYSE,NYSE,Tape A,100,6,5,Units,1e-06
AIIO,AIIO,65826,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
AIIOW,AIIOW,65828,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
AIM,AIM,80382,NYSE,NYSE American,Tape B,100,6,10,Common Stock,1e-06
AIMD,AIMD,74389,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AIMDW,AIMDW,74345,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
AIN,AIN,4695,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
AINP,AINP,79009,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
AIO,AIO,64904,NYSE,NYSE,Tape A,100,6,5,Closed-End Fund,1e-06
AIOO,AIOO,80538,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
AIOT,AIOT,1982,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AIP,AIP,72145,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AIPI,AIPI,77770,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AIPO,AIPO,80724,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AIQ,AIQ,60985,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
AIR,AIR,4698,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
AIRE,AIRE,76505,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AIRG,AIRG,53655,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AIRI,AIRI,41607,NYSE,NYSE American,Tape B,100,6,10,Common Stock,1e-06
AIRJ,AIRJ,73372,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AIRJW,AIRJW,73373,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
AIRO,AIRO,80365,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AIRR,AIRR,43662,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
AIRS,AIRS,72177,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AIRT,AIRT,146,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AIRTP,AIRTP,63796,NYSE,NASDAQ,Tape C,100,6,14,Preferred Stock,1e-06
AIS,AIS,78995,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AISP,AISP,70536,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AISPW,AISPW,70537,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
AIT,AIT,4700,NYSE,NYSE,Tape A,40,6,4,Common Stock,1e-06
AIV,AIV,4701,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
AIVC,AIVC,52652,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AIVI,AIVI,16679,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
AIVL,AIVL,16669,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AIXC,AIXC,50158,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AIXI,AIXI,75412,NYSE,NASDAQ,Tape C,100,6,13,US Depositary Shares,1e-06
AIYY,AIYY,76680,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AIZ,AIZ,4712,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
AIZN,AIZN,68297,NYSE,NYSE,Tape A,100,6,6,Misc/Liquid Trust,1e-06
AJAN,AJAN,76854,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
AJG,AJG,4713,NYSE,NYSE,Tape A,40,6,6,Common Stock,1e-06
AJUL,AJUL,77941,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
AKA,AKA,71756,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
AKAF,AKAF,80488,NYSE,NYSE,Tape A,100,6,4,ETF,1e-06
AKAM,AKAM,148,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AKAN,AKAN,73694,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AKBA,AKBA,43794,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AKO A,AKO.A,4719,NYSE,NYSE,Tape A,100,6,7,ADR,1e-06
AKO B,AKO.B,4720,NYSE,NYSE,Tape A,100,6,4,ADR,1e-06
AKR,AKR,4722,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
AKRE,AKRE,81536,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AKTS,AKTS,82170,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AKTX,AKTX,43475,NYSE,NASDAQ,Tape C,100,6,14,ADR,1e-06
AL,AL,4725,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
ALAB,ALAB,77367,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALAI,ALAI,77468,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
ALAR,ALAR,61446,NYSE,NASDAQ,Tape C,100,6,14,US Depositary Shares,1e-06
ALB,ALB,4728,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
ALB PRA,ALBpA,77322,NYSE,NYSE,Tape A,100,6,7,Misc/Liquid Trust,1e-06
ALBG,ALBG,82183,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
ALBT,ALBT,57470,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ALC,ALC,63404,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
ALCO,ALCO,158,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALCY,ALCY,75935,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
ALCYU,ALCYU,75665,NYSE,NASDAQ,Tape C,100,6,14,Units,1e-06
ALCYW,ALCYW,75936,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
ALDF,ALDF,79079,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
ALDFU,ALDFU,78706,NYSE,NASDAQ,Tape C,100,6,14,Units,1e-06
ALDFW,ALDFW,79080,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
ALDX,ALDX,43924,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALEC,ALEC,62957,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ALEX,ALEX,40223,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
ALF,ALF,78103,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
ALFUU,ALFUU,77825,NYSE,NASDAQ,Tape C,100,6,14,Units,1e-06
ALFUW,ALFUW,78104,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
ALG,ALG,4732,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
ALGM,ALGM,68010,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALGN,ALGN,165,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALGS,ALGS,67900,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALGT,ALGT,18406,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ALH,ALH,81401,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
ALHC,ALHC,69978,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ALIL,ALIL,79910,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
ALIS,ALIS,81793,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
ALISR,ALISR,81794,NYSE,NASDAQ,Tape C,100,6,13,Rights,1e-06
ALISU,ALISU,81505,NYSE,NASDAQ,Tape C,100,6,14,Units,1e-06
ALIT,ALIT,71070,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
ALK,ALK,4735,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
ALKS,ALKS,166,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
ALKT,ALKT,70216,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ALL,ALL,4736,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
ALL PRB,ALLpB,41294,NYSE,NYSE,Tape A,100,6,8,Preferred Stock,1e-06
ALL PRH,ALLpH,64274,NYSE,NYSE,Tape A,100,6,5,Preferred Stock,1e-06
ALL PRI,ALLpI,65023,NYSE,NYSE,Tape A,100,6,2,Preferred Stock,1e-06
ALL PRJ,ALLpJ,75789,NYSE,NYSE,Tape A,100,6,5,Preferred Stock,1e-06
ALLE,ALLE,43129,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
ALLO,ALLO,61938,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALLR,ALLR,73005,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALLT,ALLT,18263,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ALLW,ALLW,79633,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
ALLY,ALLY,43904,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
ALM,ALM,69198,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALMS,ALMS,77926,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALMU,ALMU,79816,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALNT,ALNT,213,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALNY,ALNY,174,NYSE,NASDAQ,Tape C,40,6,13,Common Stock,1e-06
ALOT,ALOT,176,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALOVU,ALOVU,82249,NYSE,NASDAQ,Tape C,100,6,13,Units,1e-06
ALPS,ALPS,81592,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
ALRG,ALRG,80584,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
ALRM,ALRM,50210,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ALRS,ALRS,30370,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALSN,ALSN,39765,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
ALT,ALT,6704,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALTG,ALTG,63488,NYSE,NYSE,Tape A,100,6,1,Common Stock,1e-06
ALTG PRA,ALTGpA,68652,NYSE,NYSE,Tape A,100,6,6,Preferred Stock,1e-06
ALTI,ALTI,70254,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALTL,ALTL,66830,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
ALTO,ALTO,3099,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALTS,ALTS,10518,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALTY,ALTY,50292,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
ALUB,ALUB,82148,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
ALUB U,ALUB.U,81684,NYSE,NYSE,Tape A,100,6,5,Units,1e-06
ALUB WS,ALUB.WS,82149,NYSE,NYSE,Tape A,100,6,8,Warrants,1e-06
ALUR,ALUR,76095,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
ALUR WS,ALUR.WS,76096,NYSE,NYSE,Tape A,100,6,5,Warrants,1e-06
ALV,ALV,4747,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
ALVO,ALVO,68090,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
ALVOW,ALVOW,68089,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
ALX,ALX,4748,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
ALXO,ALXO,67008,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ALZN,ALZN,70871,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AM,AM,57237,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
AMAL,AMAL,61395,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AMAT,AMAT,188,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AMAX,AMAX,72370,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AMBA,AMBA,40828,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
AMBO,AMBO,61082,NYSE,NYSE American,Tape B,100,6,11,US Depositary Shares,1e-06
AMBP,AMBP,71345,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
AMBQ,AMBQ,80731,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
AMBR,AMBR,60349,NYSE,NASDAQ,Tape C,100,6,14,US Depositary Shares,1e-06
AMC,AMC,43302,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
AMCI,AMCI,75149,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
AMCR,AMCR,63808,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
AMCX,AMCX,38376,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AMD,AMD,4755,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AMDD,AMDD,79439,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AMDG,AMDG,79316,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
AMDL,AMDL,77353,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
AMDU,AMDU,80975,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
AMDW,AMDW,80709,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
AMDY,AMDY,76327,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AME,AME,4756,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
AMG,AMG,4758,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
AMGN,AMGN,203,NYSE,NASDAQ,Tape C,40,6,13,Common Stock,1e-06
AMH,AMH,42428,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
AMH PRG,AMHpG,59202,NYSE,NYSE,Tape A,100,6,3,Preferred Stock,1e-06
AMH PRH,AMHpH,61821,NYSE,NYSE,Tape A,100,6,6,Preferred Stock,1e-06
AMID,AMID,74479,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
AMIX,AMIX,77019,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AMJB,AMJB,77009,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AMKR,AMKR,208,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AMLP,AMLP,35660,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AMLX,AMLX,73129,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AMN,AMN,4681,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
AMOD,AMOD,72121,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AMODW,AMODW,72122,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
AMOM,AMOM,63658,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AMP,AMP,4769,NYSE,NYSE,Tape A,40,6,9,Common Stock,1e-06
AMPG,AMPG,57446,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AMPGW,AMPGW,69235,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
AMPH,AMPH,44517,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AMPL,AMPL,71826,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AMPX,AMPX,74625,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
AMPX WS,AMPX.WS,73920,NYSE,NYSE,Tape A,100,6,8,Warrants,1e-06
AMPY,AMPY,54182,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
AMR,AMR,62272,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
AMRC,AMRC,35494,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
AMRN,AMRN,222,NYSE,NASDAQ,Tape C,100,6,14,US Depositary Shares,1e-06
AMRX,AMRX,60962,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AMRZ,AMRZ,80430,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
AMS,AMS,4771,NYSE,NYSE American,Tape B,100,6,10,Common Stock,1e-06
AMSC,AMSC,223,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AMSF,AMSF,15699,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AMST,AMST,67647,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AMT,AMT,4772,NYSE,NYSE,Tape A,100,6,9,Common Stock,1e-06
AMTB,AMTB,61415,NYSE,NYSE,Tape A,100,6,7,Common Stock,1e-06
AMTD,AMTD,64227,NYSE,NYSE,Tape A,100,6,3,US Depositary Shares,1e-06
AMTM,AMTM,78479,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
AMTX,AMTX,44397,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AMUB,AMUB,51638,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AMUN,AMUN,81480,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
AMUU,AMUU,79440,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
AMWD,AMWD,232,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AMWL,AMWL,67498,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
AMX,AMX,4776,NYSE,NYSE,Tape A,100,6,9,ADR,1e-06
AMYY,AMYY,81183,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AMZA,AMZA,46087,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AMZD,AMZD,74553,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AMZE,AMZE,72879,NYSE,NYSE American,Tape B,100,6,11,Common Stock,1e-06
AMZN,AMZN,234,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AMZP,AMZP,76529,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
AMZU,AMZU,74554,NYSE,NASDAQ,Tape C,100,6,14,ETF,1e-06
AMZW,AMZW,80388,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
AMZY,AMZY,76040,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
AMZZ,AMZZ,77354,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AN,AN,4779,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
ANAB,ANAB,56562,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ANDE,ANDE,240,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ANDG,ANDG,82051,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
ANEB,ANEB,70517,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ANEL,ANEL,81048,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
ANET,ANET,44394,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
ANEW,ANEW,67899,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
ANF,ANF,4784,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
ANG PRD,ANGpD,79251,NYSE,NYSE,Tape A,100,6,6,Preferred Stock,1e-06
ANGH,ANGH,67328,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
ANGHW,ANGHW,67329,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
ANGI,ANGI,39099,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ANGL,ANGL,39876,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
ANGO,ANGO,247,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ANGX,ANGX,81132,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
ANIK,ANIK,248,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ANIP,ANIP,5157,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ANIX,ANIX,11287,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ANL,ANL,76403,NYSE,NASDAQ,Tape C,100,6,13,US Depositary Shares,1e-06
ANNA,ANNA,73404,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
ANNAW,ANNAW,73405,NYSE,NASDAQ,Tape C,100,6,14,Warrants,1e-06
ANNX,ANNX,67048,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ANPA,ANPA,80592,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
ANRO,ANRO,77048,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
ANSC,ANSC,76866,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
ANSCU,ANSCU,76612,NYSE,NASDAQ,Tape C,100,6,13,Units,1e-06
ANSCW,ANSCW,76867,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
ANTA,ANTA,80092,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
ANTX,ANTX,73770,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
ANVS,ANVS,65461,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
ANY,ANY,44573,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AOA,AOA,29297,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AOCT,AOCT,78541,NYSE,BATS,Tape B,100,6,10,ETF,1e-06
AOD,AOD,18875,NYSE,NYSE,Tape A,100,6,9,Closed-End Fund,1e-06
AOHY,AOHY,77153,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AOK,AOK,29294,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
AOM,AOM,29295,NYSE,NYSE Arca,Tape B,100,6,10,ETF,1e-06
AOMD,AOMD,80205,NYSE,NYSE,Tape A,100,6,8,Misc/Liquid Trust,1e-06
AOMN,AOMN,78102,NYSE,NYSE,Tape A,100,6,2,Misc/Liquid Trust,1e-06
AOMR,AOMR,70902,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
AON,AON,4801,NYSE,NYSE,Tape A,40,6,9,Common Stock,1e-06
AOR,AOR,29296,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AORT,AORT,5602,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
AOS,AOS,4806,NYSE,NYSE,Tape A,100,6,3,Common Stock,1e-06
AOSL,AOSL,32626,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
AOTG,AOTG,74225,NYSE,NASDAQ,Tape C,100,6,13,ETF,1e-06
AOTS,AOTS,82108,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
AOUT,AOUT,67178,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
AP,AP,4808,NYSE,NYSE,Tape A,100,6,6,Common Stock,1e-06
APA,APA,4809,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
APAC,APAC,81847,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
APACR,APACR,81848,NYSE,NASDAQ,Tape C,100,6,13,Rights,1e-06
APACU,APACU,81304,NYSE,NASDAQ,Tape C,100,6,14,Units,1e-06
APAD,APAD,81019,NYSE,NASDAQ,Tape C,100,6,13,Ordinary Shares,1e-06
APADR,APADR,81020,NYSE,NASDAQ,Tape C,100,6,14,Rights,1e-06
APADU,APADU,80734,NYSE,NASDAQ,Tape C,100,6,14,Units,1e-06
APAM,APAM,41580,NYSE,NYSE,Tape A,100,6,2,Common Stock,1e-06
APCB,APCB,75656,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
APD,APD,4812,NYSE,NYSE,Tape A,40,6,2,Common Stock,1e-06
APEI,APEI,26184,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
APG,APG,66231,NYSE,NYSE,Tape A,100,6,4,Common Stock,1e-06
APGE,APGE,76015,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
APH,APH,4814,NYSE,NYSE,Tape A,100,6,8,Common Stock,1e-06
API,API,66851,NYSE,NASDAQ,Tape C,100,6,14,US Depositary Shares,1e-06
APIE,APIE,75658,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
APLD,APLD,57461,NYSE,NASDAQ,Tape C,100,6,13,Common Stock,1e-06
APLE,APLE,49935,NYSE,NYSE,Tape A,100,6,5,Common Stock,1e-06
APLM,APLM,72673,NYSE,NASDAQ,Tape C,100,6,14,Ordinary Shares,1e-06
APLMW,APLMW,72674,NYSE,NASDAQ,Tape C,100,6,13,Warrants,1e-06
APLS,APLS,60073,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
APLT,APLT,63590,NYSE,NASDAQ,Tape C,100,6,14,Common Stock,1e-06
APLU,APLU,79008,NYSE,NYSE Arca,Tape B,100,6,11,ETF,1e-06
APLX,APLX,81092,NYSE,BATS,Tape B,100,6,11,ETF,1e-06
